ID	NAME	URI	TYPE	MAPPINGS
87	20140227_exp0616_Michele_embryo-F9_HPLC_2_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_2_19.raw	RAW	-
88	20140227_exp0616_Michele_embryo-F9_HPLC_2_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_2_20.raw	RAW	-
89	20140227_exp0616_Michele_embryo-F9_HPLC_32_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_01.raw	RAW	-
90	20140227_exp0616_Michele_embryo-F9_HPLC_32_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_02.raw	RAW	-
91	20140227_exp0616_Michele_embryo-F9_HPLC_32_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_03.raw	RAW	-
92	20140227_exp0616_Michele_embryo-F9_HPLC_32_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_04.raw	RAW	-
93	20140227_exp0616_Michele_embryo-F9_HPLC_32_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_05.raw	RAW	-
94	20140227_exp0616_Michele_embryo-F9_HPLC_32_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_06.raw	RAW	-
95	20140227_exp0616_Michele_embryo-F9_HPLC_32_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_07.raw	RAW	-
96	20140227_exp0616_Michele_embryo-F9_HPLC_32_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_08.raw	RAW	-
97	20140227_exp0616_Michele_embryo-F9_HPLC_32_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_09.raw	RAW	-
98	20140227_exp0616_Michele_embryo-F9_HPLC_32_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_10.raw	RAW	-
99	20140227_exp0616_Michele_embryo-F9_HPLC_32_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_11.raw	RAW	-
100	20140227_exp0616_Michele_embryo-F9_HPLC_32_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_12.raw	RAW	-
101	20140227_exp0616_Michele_embryo-F9_HPLC_32_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_13.raw	RAW	-
102	20140227_exp0616_Michele_embryo-F9_HPLC_32_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_14.raw	RAW	-
103	20140227_exp0616_Michele_embryo-F9_HPLC_32_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_15.raw	RAW	-
104	20140227_exp0616_Michele_embryo-F9_HPLC_32_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_16.raw	RAW	-
105	20140227_exp0616_Michele_embryo-F9_HPLC_32_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_17.raw	RAW	-
106	20140227_exp0616_Michele_embryo-F9_HPLC_32_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_18.raw	RAW	-
107	20140227_exp0616_Michele_embryo-F9_HPLC_32_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_19.raw	RAW	-
108	20140227_exp0616_Michele_embryo-F9_HPLC_32_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_32_20.raw	RAW	-
109	20140227_exp0616_Michele_embryo-F9_HPLC_4_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_01.raw	RAW	-
110	20140227_exp0616_Michele_embryo-F9_HPLC_4_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_02.raw	RAW	-
111	20140227_exp0616_Michele_embryo-F9_HPLC_4_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_03.raw	RAW	-
112	20140227_exp0616_Michele_embryo-F9_HPLC_4_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_04.raw	RAW	-
113	20140227_exp0616_Michele_embryo-F9_HPLC_4_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_05.raw	RAW	-
114	20140227_exp0616_Michele_embryo-F9_HPLC_4_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_06.raw	RAW	-
115	20140227_exp0616_Michele_embryo-F9_HPLC_4_07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_07.raw	RAW	-
116	20140227_exp0616_Michele_embryo-F9_HPLC_4_08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_08.raw	RAW	-
117	20140227_exp0616_Michele_embryo-F9_HPLC_4_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_09.raw	RAW	-
118	20140227_exp0616_Michele_embryo-F9_HPLC_4_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_10.raw	RAW	-
119	20140227_exp0616_Michele_embryo-F9_HPLC_4_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_11.raw	RAW	-
120	20140227_exp0616_Michele_embryo-F9_HPLC_4_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_12.raw	RAW	-
121	20140227_exp0616_Michele_embryo-F9_HPLC_4_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_13.raw	RAW	-
122	20140227_exp0616_Michele_embryo-F9_HPLC_4_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_14.raw	RAW	-
123	20140227_exp0616_Michele_embryo-F9_HPLC_4_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_15.raw	RAW	-
124	20140227_exp0616_Michele_embryo-F9_HPLC_4_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_16.raw	RAW	-
125	20140227_exp0616_Michele_embryo-F9_HPLC_4_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_17.raw	RAW	-
126	20140227_exp0616_Michele_embryo-F9_HPLC_4_18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_18.raw	RAW	-
127	20140227_exp0616_Michele_embryo-F9_HPLC_4_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_19.raw	RAW	-
128	20140227_exp0616_Michele_embryo-F9_HPLC_4_20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_4_20.raw	RAW	-
129	20140227_exp0616_Michele_embryo-F9_HPLC_8_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_01.raw	RAW	-
130	20140227_exp0616_Michele_embryo-F9_HPLC_8_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_02.raw	RAW	-
131	20140227_exp0616_Michele_embryo-F9_HPLC_8_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_03.raw	RAW	-
132	20140227_exp0616_Michele_embryo-F9_HPLC_8_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/10/PXD007082/20140227_exp0616_Michele_embryo-F9_HPLC_8_04.raw	RAW	-
